,ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,year,month,day,hour
46892,1,582010 21:00,158.3,72,75,58,67,83,74,81,81,67,78,68,72,68,73,70,77,66,73,63,81,74,75,76,72,74,2010,5,8,21
46893,1,582010 22:00,148.5,68,73,57,65,80,71,77,78,62,75,63,68,65,77,65,76,64,74,61,77,72,72,72,70,71,2010,5,8,22
46894,1,582010 23:00,130.9,66,70,54,64,76,67,73,74,58,72,63,66,63,74,64,76,62,74,59,74,70,70,68,67,68,2010,5,8,23
46895,1,592010 0:00,113.0,64,68,52,61,72,67,71,71,55,69,61,63,61,73,62,73,60,72,57,72,66,66,65,65,66,2010,5,9,0
46896,1,592010 1:00,97.2,62,64,51,59,69,65,70,67,53,67,58,63,58,71,60,68,59,69,55,69,64,64,64,62,63,2010,5,9,1
46897,1,592010 2:00,86.9,61,61,49,56,65,62,66,65,51,64,56,61,56,69,58,66,57,69,52,66,62,63,62,60,61,2010,5,9,2
46898,1,592010 3:00,80.7,59,59,48,55,63,58,63,63,48,61,54,57,54,68,56,64,54,65,52,64,60,60,60,58,59,2010,5,9,3
46899,1,592010 4:00,76.9,58,57,46,55,62,58,60,60,46,60,53,55,52,65,54,62,53,62,52,61,59,58,59,56,57,2010,5,9,4
46900,1,592010 5:00,75.9,56,55,46,54,60,56,59,59,44,58,52,54,51,63,53,60,52,61,50,60,57,56,57,54,55,2010,5,9,5
46901,1,592010 6:00,76.8,55,54,45,51,58,55,58,57,42,56,50,54,49,62,51,58,50,60,48,59,56,54,55,53,54,2010,5,9,6
46902,1,592010 7:00,78.3,53,54,44,50,56,55,57,56,41,56,48,52,49,61,50,56,48,59,48,58,56,54,54,52,53,2010,5,9,7
46903,1,592010 8:00,90.4,56,57,46,52,58,57,58,56,41,57,52,54,52,61,54,59,52,60,52,59,57,55,57,54,56,2010,5,9,8
46904,1,592010 9:00,104.9,59,59,47,56,60,59,60,59,40,59,54,55,55,62,56,61,53,62,54,60,58,59,60,57,58,2010,5,9,9
46905,1,592010 10:00,113.2,61,61,49,58,62,62,62,61,47,61,56,57,57,63,58,64,56,63,55,63,60,61,61,58,59,2010,5,9,10
46906,1,592010 11:00,112.2,62,63,52,60,64,63,64,64,52,63,58,59,59,64,61,65,58,64,55,64,60,63,63,60,61,2010,5,9,11
46907,1,592010 12:00,107.3,64,64,55,63,65,64,65,65,56,64,60,61,60,65,63,66,61,65,57,66,62,64,64,63,63,2010,5,9,12
46908,1,592010 13:00,107.3,66,68,58,63,67,65,68,67,59,66,61,63,62,66,63,68,63,66,61,67,63,66,67,64,65,2010,5,9,13
46909,1,592010 14:00,107.3,67,68,60,65,69,67,68,69,61,67,63,64,63,66,65,70,66,68,63,69,64,66,68,67,67,2010,5,9,14
46910,1,592010 15:00,108.1,69,68,61,68,70,68,69,70,63,69,65,64,65,67,66,70,68,67,63,71,65,66,69,67,68,2010,5,9,15
46911,1,592010 16:00,109.6,70,68,62,68,71,68,70,70,64,70,66,66,65,66,67,72,69,67,64,70,65,68,71,67,68,2010,5,9,16
46912,1,592010 17:00,111.6,71,68,62,69,72,69,71,71,65,70,67,66,66,64,68,72,69,66,64,71,66,68,70,67,68,2010,5,9,17
46913,1,592010 18:00,112.3,70,68,61,69,72,67,69,72,65,70,66,66,65,63,66,71,69,66,64,70,66,66,70,67,68,2010,5,9,18
46914,1,592010 19:00,110.4,69,68,59,68,70,66,67,70,62,69,65,66,63,61,65,69,68,65,63,69,65,66,69,66,66,2010,5,9,19
46915,1,592010 20:00,108.2,65,61,57,64,65,60,64,66,59,66,62,63,60,59,61,65,63,64,57,65,64,63,66,63,62,2010,5,9,20
46916,1,592010 21:00,117.1,56,55,54,61,60,60,60,61,52,63,59,55,57,59,55,61,56,62,55,57,63,57,62,59,52,2010,5,9,21
46917,1,592010 22:00,117.4,52,54,51,61,57,57,58,60,48,61,57,52,55,55,50,57,56,60,54,54,62,54,55,56,49,2010,5,9,22
46918,1,592010 23:00,105.1,50,50,48,60,53,49,53,56,46,59,54,52,54,60,52,56,52,59,52,58,62,52,51,52,48,2010,5,9,23
46919,1,5102010 0:00,92.4,48,50,49,57,50,51,51,54,46,57,53,50,53,53,53,53,49,59,52,53,60,52,48,50,46,2010,5,10,0
46920,1,5102010 1:00,82.3,46,48,47,55,49,52,47,52,45,51,53,48,50,51,53,53,48,57,48,56,58,48,46,52,53,2010,5,10,1
46921,1,5102010 2:00,78.1,45,50,45,53,48,56,46,52,43,52,51,46,49,50,51,53,46,57,48,49,57,46,50,52,53,2010,5,10,2
46922,1,5102010 3:00,76.6,43,48,42,52,47,55,45,52,40,53,50,45,46,53,47,50,45,54,47,53,56,50,46,49,52,2010,5,10,3
46923,1,5102010 4:00,77.0,42,46,41,51,50,54,51,51,37,52,49,43,44,55,46,48,43,54,46,48,56,46,45,48,48,2010,5,10,4
46924,1,5102010 5:00,80.6,40,45,40,52,52,53,50,50,36,51,47,43,42,57,45,46,43,52,43,50,54,46,44,44,46,2010,5,10,5
46925,1,5102010 6:00,92.2,40,41,39,50,51,53,51,48,36,49,45,43,40,56,45,47,41,52,39,49,52,45,42,43,45,2010,5,10,6
46926,1,5102010 7:00,112.4,40,46,39,50,50,52,52,48,28,49,42,43,41,56,47,48,44,56,41,50,51,46,46,43,45,2010,5,10,7
46927,1,5102010 8:00,115.9,48,54,42,53,53,54,55,51,38,53,50,53,48,57,51,52,50,60,51,53,53,54,51,50,51,2010,5,10,8
46928,1,5102010 9:00,110.8,56,54,48,56,57,56,59,57,50,56,54,54,51,58,53,58,55,62,55,58,54,54,56,53,54,2010,5,10,9
46929,1,5102010 10:00,109.5,60,57,52,58,61,57,61,61,50,58,56,57,54,59,56,63,58,63,57,62,55,57,60,56,57,2010,5,10,10
46930,1,5102010 11:00,105.6,63,59,54,61,65,59,64,64,52,60,59,59,56,60,59,65,60,65,57,64,56,59,62,58,60,2010,5,10,11
46931,1,5102010 12:00,105.0,66,61,56,62,66,62,64,66,54,62,60,61,58,61,61,66,62,64,59,66,57,61,64,60,61,2010,5,10,12
46932,1,5102010 13:00,104.7,68,63,57,64,69,62,66,67,55,64,62,63,60,62,62,67,63,67,61,67,58,63,66,61,62,2010,5,10,13
46933,1,5102010 14:00,104.3,68,63,58,65,71,64,67,69,55,66,61,64,63,61,63,68,65,66,61,68,59,63,67,65,64,2010,5,10,14
46934,1,5102010 15:00,104.6,68,68,57,66,71,65,67,71,59,66,63,64,63,61,65,67,64,65,63,70,60,64,68,65,64,2010,5,10,15
46935,1,5102010 16:00,106.7,68,68,57,65,73,63,68,72,59,67,64,64,64,60,65,67,64,65,63,69,62,64,69,66,65,2010,5,10,16
46936,1,5102010 17:00,109.6,68,68,55,65,73,60,69,72,57,69,65,64,63,59,65,67,63,64,63,67,63,64,69,65,65,2010,5,10,17
46937,1,5102010 18:00,111.8,68,68,52,64,70,59,67,71,56,67,65,64,63,59,64,65,63,63,63,65,63,64,67,65,65,2010,5,10,18
46938,1,5102010 19:00,113.0,67,63,51,63,67,57,65,70,54,65,63,64,62,57,62,64,61,62,61,63,61,63,65,62,64,2010,5,10,19
46939,1,5102010 20:00,115.1,64,57,50,59,65,55,62,66,52,63,62,61,58,54,60,63,58,61,61,61,58,57,64,60,56,2010,5,10,20
46940,1,5102010 21:00,127.1,62,55,50,57,64,55,59,65,52,59,61,59,54,54,57,61,56,57,57,61,56,55,62,59,54,2010,5,10,21
46941,1,5102010 22:00,122.4,61,54,50,56,62,54,57,64,50,58,60,59,52,54,56,57,55,58,55,58,54,55,60,59,53,2010,5,10,22
46942,1,5102010 23:00,108.9,60,54,49,56,61,55,56,63,50,58,59,57,52,54,54,56,54,57,57,56,54,55,61,59,51,2010,5,10,23
46943,1,5112010 0:00,94.3,59,54,49,55,61,50,55,61,50,59,58,59,54,54,55,59,53,57,55,56,52,55,61,58,55,2010,5,11,0
46944,1,5112010 1:00,84.8,59,54,49,55,61,53,57,60,50,58,58,59,54,54,54,59,54,59,57,60,50,55,60,56,53,2010,5,11,1
46945,1,5112010 2:00,81.2,59,50,49,57,61,48,57,59,50,57,57,59,50,50,56,59,54,60,55,60,51,55,58,57,52,2010,5,11,2
46946,1,5112010 3:00,79.9,58,50,50,58,60,50,59,59,50,57,57,59,53,47,57,61,54,60,55,60,50,55,57,57,51,2010,5,11,3
46947,1,5112010 4:00,80.3,58,48,50,58,59,48,59,59,50,57,57,57,52,50,55,61,54,58,55,60,50,55,57,57,53,2010,5,11,4
46948,1,5112010 5:00,83.6,58,48,50,59,60,47,60,58,48,57,57,57,53,54,56,62,54,61,55,60,49,55,59,57,52,2010,5,11,5
46949,1,5112010 6:00,94.7,58,48,49,58,60,45,60,58,48,57,57,57,54,54,56,62,55,61,55,60,49,55,60,57,53,2010,5,11,6
46950,1,5112010 7:00,113.2,58,52,50,59,61,53,60,59,48,57,57,57,54,58,56,63,55,62,55,60,50,55,59,57,54,2010,5,11,7
46951,1,5112010 8:00,117.7,61,55,50,59,63,60,60,60,48,59,57,57,54,59,56,64,55,63,55,61,58,55,60,57,56,2010,5,11,8
46952,1,5112010 9:00,112.6,62,59,51,60,63,61,63,61,48,61,57,57,57,60,58,65,56,66,55,62,62,59,61,59,57,2010,5,11,9
46953,1,5112010 10:00,110.2,63,61,52,59,67,63,65,66,48,64,57,59,58,62,59,66,54,66,54,64,63,63,62,61,61,2010,5,11,10
46954,1,5112010 11:00,107.8,62,68,50,59,69,64,67,68,50,65,56,57,58,64,59,69,58,66,55,69,64,66,63,61,62,2010,5,11,11
46955,1,5112010 12:00,106.9,59,64,52,61,71,64,69,69,50,66,57,57,62,64,60,67,58,68,55,69,63,64,64,62,64,2010,5,11,12
46956,1,5112010 13:00,104.4,60,68,54,60,72,64,67,69,52,66,58,61,65,66,62,67,58,69,55,67,61,66,66,66,69,2010,5,11,13
46957,1,5112010 14:00,103.7,62,70,54,61,70,66,67,64,55,70,59,61,64,67,63,68,58,66,57,66,61,70,69,65,70,2010,5,11,14
46958,1,5112010 15:00,103.6,62,70,57,62,67,65,69,65,54,71,59,61,64,67,63,65,60,66,57,67,60,70,68,67,71,2010,5,11,15
46959,1,5112010 16:00,104.7,63,68,58,65,69,64,69,67,54,70,62,61,63,65,63,65,61,66,57,70,60,70,69,66,69,2010,5,11,16
46960,1,5112010 17:00,109.7,66,68,59,66,70,63,68,67,54,69,62,63,63,63,64,66,62,66,57,68,59,68,68,66,69,2010,5,11,17
46961,1,5112010 18:00,114.5,67,68,57,66,70,63,67,67,54,68,63,64,63,62,64,66,63,66,57,67,59,68,68,65,68,2010,5,11,18
46962,1,5112010 19:00,115.6,67,68,57,66,70,63,66,66,54,68,63,64,63,63,64,66,62,64,57,67,60,66,68,66,67,2010,5,11,19
46963,1,5112010 20:00,119.1,66,68,57,66,68,63,65,65,54,67,62,63,63,63,64,66,61,64,57,65,60,66,67,66,66,2010,5,11,20
46964,1,5112010 21:00,127.3,64,64,57,66,66,63,64,63,55,66,61,63,62,62,64,65,61,64,57,64,60,64,66,66,66,2010,5,11,21
46965,1,5112010 22:00,122.5,64,63,57,66,65,62,64,64,57,66,62,64,61,62,64,66,61,65,57,65,61,64,65,65,66,2010,5,11,22
46966,1,5112010 23:00,108.3,60,61,58,65,64,62,64,63,57,65,61,64,62,62,64,66,60,66,57,66,61,64,64,65,65,2010,5,11,23
46967,1,5122010 0:00,94.8,60,61,58,64,61,62,64,62,57,65,61,64,62,62,64,68,60,67,57,67,61,64,64,65,64,2010,5,12,0
46968,1,5122010 1:00,84.5,60,63,59,63,61,63,65,61,59,65,61,63,63,63,64,66,59,67,57,67,61,64,65,65,64,2010,5,12,1
46969,1,5122010 2:00,80.5,59,61,57,60,59,64,66,61,57,66,61,63,63,63,64,62,58,68,57,66,62,64,65,65,64,2010,5,12,2
46970,1,5122010 3:00,78.5,58,63,58,58,58,64,66,60,57,66,60,61,62,63,63,64,58,68,57,66,62,64,65,64,64,2010,5,12,3
46971,1,5122010 4:00,78.0,57,63,58,59,58,64,66,63,57,66,61,61,61,63,62,64,57,69,57,67,63,64,65,64,63,2010,5,12,4
46972,1,5122010 5:00,80.5,57,63,60,60,59,64,66,63,57,66,61,64,61,63,63,66,58,68,57,67,63,64,64,64,63,2010,5,12,5
46973,1,5122010 6:00,89.3,61,63,61,60,63,65,65,64,58,66,61,64,62,63,63,67,59,69,58,66,63,63,64,64,63,2010,5,12,6
46974,1,5122010 7:00,104.4,65,64,61,61,64,66,65,65,58,67,62,64,63,64,64,68,58,69,58,66,66,64,64,65,65,2010,5,12,7
46975,1,5122010 8:00,109.1,67,68,62,63,67,69,68,68,59,68,64,66,66,67,65,70,62,70,59,70,69,68,66,66,69,2010,5,12,8
46976,1,5122010 9:00,108.0,68,73,65,67,73,73,72,71,59,70,69,66,68,68,67,73,65,73,63,72,72,72,67,68,72,2010,5,12,9
46977,1,5122010 10:00,112.6,72,75,68,69,76,76,76,73,60,72,71,72,69,69,71,74,68,72,66,75,74,73,69,70,75,2010,5,12,10
46978,1,5122010 11:00,118.4,76,81,70,73,76,78,77,76,60,76,76,73,75,71,75,75,72,75,66,76,77,75,73,75,76,2010,5,12,11
46979,1,5122010 12:00,125.7,78,82,69,76,80,80,78,77,60,78,80,77,78,74,78,79,76,76,66,78,82,79,78,78,79,2010,5,12,12
46980,1,5122010 13:00,133.0,81,83,71,78,79,83,80,77,60,81,76,81,80,72,80,81,77,76,66,79,83,81,79,83,80,2010,5,12,13
46981,1,5122010 14:00,141.1,83,83,71,78,82,84,82,77,60,83,79,81,83,72,82,82,80,77,66,80,85,81,81,81,83,2010,5,12,14
46982,1,5122010 15:00,150.1,85,83,75,80,82,84,83,78,61,84,80,81,83,73,82,82,81,76,66,82,86,82,84,83,84,2010,5,12,15
46983,1,5122010 16:00,156.4,85,84,74,82,83,83,83,78,61,85,81,81,83,72,81,82,81,76,66,82,85,82,85,83,85,2010,5,12,16
46984,1,5122010 17:00,166.3,83,84,75,81,85,84,83,78,61,85,81,81,82,70,81,81,82,75,66,82,85,82,86,83,84,2010,5,12,17
46985,1,5122010 18:00,171.5,83,84,74,81,83,83,81,78,61,83,80,81,81,70,81,80,82,74,66,80,83,82,83,83,83,2010,5,12,18
46986,1,5122010 19:00,169.1,82,82,73,80,79,81,79,78,62,82,80,81,80,68,80,76,79,72,66,76,81,81,83,81,81,2010,5,12,19
46987,1,5122010 20:00,163.7,78,73,71,78,76,77,75,78,62,80,79,81,70,67,79,73,77,71,66,73,70,77,81,79,79,2010,5,12,20
46988,1,5122010 21:00,165.5,76,73,69,75,73,70,72,75,62,78,73,75,68,67,72,72,73,70,66,70,66,75,79,77,74,2010,5,12,21
46989,1,5122010 22:00,158.0,76,72,67,73,71,69,70,72,62,76,72,72,67,67,71,71,69,70,66,69,68,75,78,75,72,2010,5,12,22
46990,1,5122010 23:00,138.6,70,70,65,70,70,70,69,71,63,74,70,70,65,67,70,70,68,70,66,69,66,73,76,73,73,2010,5,12,23
46991,1,5132010 0:00,118.6,67,70,63,70,69,69,68,69,63,72,69,70,65,67,72,70,66,70,66,67,64,72,72,70,73,2010,5,13,0
46992,1,5132010 1:00,104.3,65,68,59,68,67,67,70,68,61,71,69,72,65,67,72,70,65,70,64,67,62,72,74,71,72,2010,5,13,1
46993,1,5132010 2:00,96.5,68,68,58,66,67,65,68,68,61,70,67,72,63,67,69,69,63,70,64,67,59,72,72,70,71,2010,5,13,2
46994,1,5132010 3:00,91.0,69,68,57,67,67,63,68,68,62,68,66,70,63,68,69,69,64,70,63,67,57,70,70,68,68,2010,5,13,3
46995,1,5132010 4:00,88.5,67,68,57,67,66,60,69,67,63,68,64,70,63,68,68,68,61,70,63,66,57,68,69,68,68,2010,5,13,4
46996,1,5132010 5:00,88.3,65,68,58,65,65,59,68,67,65,68,64,70,64,66,65,68,61,69,61,66,56,70,67,68,69,2010,5,13,5
46997,1,5132010 6:00,93.8,62,63,58,65,65,59,68,66,66,67,63,70,64,64,64,67,60,69,61,66,56,68,66,66,67,2010,5,13,6
46998,1,5132010 7:00,108.2,62,59,58,65,65,59,68,67,66,67,64,70,64,63,64,67,60,69,61,66,56,66,66,64,67,2010,5,13,7
46999,1,5132010 8:00,112.9,69,59,59,69,69,59,69,70,64,69,68,72,65,63,70,70,65,71,66,69,56,64,70,70,67,2010,5,13,8
47000,1,5132010 9:00,109.2,73,59,59,72,73,59,71,74,68,71,71,75,61,62,73,75,72,72,70,71,56,63,73,72,67,2010,5,13,9
47001,1,5132010 10:00,109.7,77,61,66,76,77,60,73,77,72,74,77,75,59,63,74,77,76,72,72,74,57,63,77,73,64,2010,5,13,10
47002,1,5132010 11:00,109.5,81,61,70,78,81,61,72,80,73,76,80,79,59,63,75,80,79,74,73,78,58,63,79,75,61,2010,5,13,11
47003,1,5132010 12:00,109.5,84,63,76,82,83,63,70,82,77,76,77,81,60,66,77,83,83,73,73,78,58,63,86,73,61,2010,5,13,12
47004,1,5132010 13:00,107.6,86,66,77,85,85,62,68,84,77,75,81,82,61,66,74,85,84,69,75,78,59,63,88,68,63,2010,5,13,13
47005,1,5132010 14:00,108.2,87,68,80,86,86,63,68,85,77,75,81,82,63,66,74,85,85,69,75,78,59,64,86,70,64,2010,5,13,14
47006,1,5132010 15:00,106.7,88,68,80,86,87,62,68,88,77,77,86,84,64,66,75,84,86,69,77,80,59,64,86,73,65,2010,5,13,15
47007,1,5132010 16:00,108.4,88,68,79,87,88,62,68,87,77,77,87,84,66,67,76,82,86,68,77,75,59,64,86,74,65,2010,5,13,16
47008,1,5132010 17:00,110.8,90,68,79,86,85,61,67,88,77,73,76,84,66,66,76,79,85,69,77,74,60,64,85,75,65,2010,5,13,17
47009,1,5132010 18:00,111.9,89,68,80,85,85,60,67,88,75,70,76,81,65,66,75,80,85,68,75,73,59,64,82,73,65,2010,5,13,18
47010,1,5132010 19:00,114.2,85,64,78,85,82,59,66,84,73,68,72,81,64,64,71,78,82,68,72,72,58,64,78,68,65,2010,5,13,19
47011,1,5132010 20:00,116.3,82,63,76,81,79,58,65,80,72,68,69,79,62,63,68,71,79,67,70,70,57,63,75,66,64,2010,5,13,20
47012,1,5132010 21:00,125.7,76,63,73,78,76,58,65,77,70,67,66,75,62,63,66,68,73,67,66,69,57,63,72,66,63,2010,5,13,21
47013,1,5132010 22:00,123.7,77,63,71,77,74,59,65,73,68,67,65,72,62,63,66,68,71,67,66,68,57,63,71,65,63,2010,5,13,22
47014,1,5132010 23:00,110.2,75,61,71,75,71,60,66,70,66,66,65,70,62,63,65,68,69,67,66,67,57,63,70,65,62,2010,5,13,23
47015,1,5142010 0:00,96.5,72,61,69,73,71,61,66,69,66,66,64,68,61,62,66,68,67,67,66,67,58,63,70,66,62,2010,5,14,0
47016,1,5142010 1:00,85.9,72,61,68,73,70,62,65,68,66,66,64,66,62,62,66,69,67,67,66,67,59,63,69,66,63,2010,5,14,1
47017,1,5142010 2:00,80.9,69,61,67,70,68,62,65,68,66,67,63,66,62,62,67,69,65,66,66,66,59,64,69,67,64,2010,5,14,2
47018,1,5142010 3:00,78.6,67,61,66,71,68,63,63,68,68,67,66,66,62,62,68,69,65,66,66,65,59,64,68,68,65,2010,5,14,3
47019,1,5142010 4:00,77.7,68,61,64,71,67,64,61,68,64,67,64,64,62,62,68,68,64,66,66,64,60,64,68,67,65,2010,5,14,4
47020,1,5142010 5:00,79.8,69,61,63,69,65,65,61,67,64,67,64,64,62,63,67,68,64,67,66,62,61,64,67,67,65,2010,5,14,5
47021,1,5142010 6:00,87.8,66,61,63,69,64,65,59,66,70,66,64,64,63,64,67,67,63,69,66,63,61,64,67,66,66,2010,5,14,6
47022,1,5142010 7:00,102.5,67,63,61,68,64,66,59,67,70,66,64,66,64,65,67,65,64,70,66,63,62,64,68,66,66,2010,5,14,7
47023,1,5142010 8:00,111.9,71,68,65,72,70,68,64,70,70,69,67,68,65,66,69,71,66,72,66,68,64,70,69,69,68,2010,5,14,8
47024,1,5142010 9:00,112.9,75,70,69,73,75,71,70,74,72,75,79,73,68,67,71,75,67,74,68,74,65,73,74,73,71,2010,5,14,9
47025,1,5142010 10:00,118.9,78,75,71,77,79,74,78,78,73,80,78,75,76,69,76,79,74,75,70,78,68,79,79,76,77,2010,5,14,10
47026,1,5142010 11:00,126.7,83,81,75,80,81,77,82,80,77,84,82,81,79,70,80,80,79,76,73,81,74,82,84,81,82,2010,5,14,11
47027,1,5142010 12:00,138.4,85,82,80,83,84,81,84,82,79,87,85,82,81,71,83,83,83,76,81,84,76,84,86,83,85,2010,5,14,12
47028,1,5142010 13:00,149.5,87,88,81,85,85,83,87,85,79,89,88,84,85,72,85,84,85,78,82,86,82,88,88,87,88,2010,5,14,13
47029,1,5142010 14:00,162.0,88,90,83,87,87,86,89,87,79,91,90,86,88,73,87,86,88,78,84,86,84,90,89,89,91,2010,5,14,14
47030,1,5142010 15:00,175.1,88,93,83,88,88,87,90,89,78,90,87,88,89,71,89,86,86,77,84,86,87,91,91,90,92,2010,5,14,15
47031,1,5142010 16:00,186.4,89,93,82,88,88,88,90,88,77,90,88,90,89,72,89,86,89,77,86,86,88,91,90,92,89,2010,5,14,16
47032,1,5142010 17:00,196.8,90,93,81,88,86,88,87,88,77,91,87,90,89,71,89,85,87,76,84,84,89,90,90,92,90,2010,5,14,17
47033,1,5142010 18:00,201.9,87,90,79,87,82,87,84,86,79,90,86,87,87,71,87,81,85,75,84,81,88,88,90,90,90,2010,5,14,18
47034,1,5142010 19:00,198.6,85,88,77,84,78,84,79,82,75,88,84,84,85,69,86,77,83,73,81,77,87,86,87,87,87,2010,5,14,19
47035,1,5142010 20:00,185.2,83,79,76,81,75,82,76,78,70,85,82,84,82,67,83,74,80,72,77,73,85,82,85,84,83,2010,5,14,20
47036,1,5142010 21:00,182.8,80,79,68,78,74,79,73,75,70,82,81,81,78,67,81,72,78,71,73,72,82,81,81,83,81,2010,5,14,21
47037,1,5142010 22:00,176.2,78,79,67,76,72,77,71,73,63,79,80,79,76,67,79,71,77,71,70,70,81,79,81,81,81,2010,5,14,22
47038,1,5142010 23:00,159.7,76,79,64,76,71,75,70,72,63,76,78,79,77,67,79,70,72,71,66,70,80,77,78,79,79,2010,5,14,23
47039,1,5152010 0:00,141.7,72,79,64,73,69,74,69,71,61,74,71,77,79,66,78,70,67,70,66,69,79,75,75,78,77,2010,5,15,0
47040,1,5152010 1:00,123.9,72,79,63,70,67,73,69,70,61,72,70,73,69,66,73,69,66,70,66,68,79,73,74,78,74,2010,5,15,1
47041,1,5152010 2:00,112.8,70,79,62,68,68,72,69,69,59,71,68,73,68,66,73,69,65,70,64,67,76,72,75,74,73,2010,5,15,2
47042,1,5152010 3:00,104.7,69,75,62,71,66,73,68,68,59,71,67,72,68,67,72,68,65,70,64,66,72,72,73,75,73,2010,5,15,3
47043,1,5152010 4:00,99.3,70,73,60,71,67,72,68,68,57,70,66,68,67,66,71,67,65,69,64,67,72,70,71,72,72,2010,5,15,4
47044,1,5152010 5:00,96.9,69,73,61,70,67,70,68,68,61,69,65,66,68,65,70,69,64,69,63,67,71,70,70,71,70,2010,5,15,5
47045,1,5152010 6:00,97.2,68,73,60,68,68,70,68,68,64,69,64,66,66,65,68,69,63,70,61,67,72,68,69,70,70,2010,5,15,6
47046,1,5152010 7:00,98.5,68,73,60,67,67,70,67,68,66,69,65,64,67,67,67,69,63,70,61,68,72,70,69,69,70,2010,5,15,7
47047,1,5152010 8:00,112.9,72,75,60,70,69,73,71,71,66,72,69,70,71,71,71,71,66,72,64,70,73,72,72,72,73,2010,5,15,8
47048,1,5152010 9:00,132.1,75,79,62,74,74,77,75,74,68,76,75,72,74,73,75,74,70,73,72,75,75,75,77,75,76,2010,5,15,9
47049,1,5152010 10:00,150.1,79,81,67,77,78,80,80,78,72,79,78,75,78,72,81,78,74,74,75,77,77,79,81,79,80,2010,5,15,10
47050,1,5152010 11:00,164.7,82,82,72,80,80,83,83,81,73,82,80,81,81,72,83,80,78,76,79,81,79,82,84,83,83,2010,5,15,11
47051,1,5152010 12:00,178.5,84,88,77,82,82,84,86,83,77,85,83,82,83,72,86,84,80,77,81,84,79,84,86,87,86,2010,5,15,12
47052,1,5152010 13:00,189.8,85,88,79,83,86,87,88,86,79,88,86,84,85,73,89,86,82,78,82,85,75,88,89,89,89,2010,5,15,13
47053,1,5152010 14:00,200.8,88,88,75,85,87,88,89,86,81,91,87,88,87,73,89,86,84,78,84,87,76,90,90,92,91,2010,5,15,14
47054,1,5152010 15:00,210.1,86,93,74,86,88,83,90,89,81,92,89,87,88,74,90,88,86,78,84,88,75,91,92,92,92,2010,5,15,15
47055,1,5152010 16:00,216.1,89,93,73,88,89,80,90,90,79,94,90,87,89,73,92,89,86,77,82,86,76,91,92,93,93,2010,5,15,16
47056,1,5152010 17:00,219.2,90,93,73,85,90,78,88,91,77,94,89,87,89,72,91,86,87,77,84,86,76,91,91,94,93,2010,5,15,17
47057,1,5152010 18:00,217.4,88,90,74,84,87,74,87,90,75,93,87,86,88,72,89,84,82,74,82,84,76,91,89,91,92,2010,5,15,18
47058,1,5152010 19:00,206.6,85,88,74,83,83,72,83,89,63,92,85,86,85,71,87,80,80,73,81,81,72,90,88,89,90,2010,5,15,19
47059,1,5152010 20:00,189.8,82,79,72,79,79,69,79,82,62,87,82,81,80,69,81,76,79,72,70,77,69,81,87,84,79,2010,5,15,20
47060,1,5152010 21:00,181.4,79,75,69,79,76,68,76,78,62,83,81,79,74,68,77,73,76,72,66,74,68,79,85,79,76,2010,5,15,21
47061,1,5152010 22:00,171.0,81,73,67,77,73,67,74,75,62,81,80,77,74,68,76,72,72,72,66,72,67,75,83,78,73,2010,5,15,22
47062,1,5152010 23:00,151.0,79,73,66,76,71,67,73,74,61,79,69,70,74,67,76,72,71,71,66,72,65,73,81,76,75,2010,5,15,23
47063,1,5162010 0:00,130.8,77,70,66,72,70,67,72,73,61,77,68,70,75,67,77,71,71,71,66,71,66,72,79,77,72,2010,5,16,0
47064,1,5162010 1:00,113.5,76,68,64,74,71,68,71,72,63,75,66,70,69,68,68,71,71,71,64,69,66,70,77,78,70,2010,5,16,1
47065,1,5162010 2:00,102.3,74,70,63,72,70,69,69,71,61,74,68,70,66,67,66,71,70,71,66,69,66,70,76,69,69,2010,5,16,2
47066,1,5162010 3:00,95.1,70,72,63,71,69,70,69,70,59,73,66,70,66,67,67,70,69,70,64,68,66,68,75,69,69,2010,5,16,3
47067,1,5162010 4:00,91.1,67,64,61,70,68,70,69,68,57,74,66,70,66,67,66,69,69,70,64,68,66,66,73,68,67,2010,5,16,4
47068,1,5162010 5:00,88.0,67,64,60,70,68,69,68,68,57,72,67,68,66,67,66,68,67,70,66,67,65,66,73,67,65,2010,5,16,5
47069,1,5162010 6:00,87.7,67,64,60,70,67,68,68,67,57,69,66,66,66,67,66,67,66,70,64,66,63,64,71,68,64,2010,5,16,6
47070,1,5162010 7:00,87.6,66,63,60,70,68,67,68,67,57,68,66,66,64,68,66,68,64,71,64,66,62,66,68,68,65,2010,5,16,7
47071,1,5162010 8:00,98.1,71,63,59,72,69,66,71,70,59,71,67,70,63,71,67,69,68,71,64,70,63,70,72,69,68,2010,5,16,8
47072,1,5162010 9:00,114.4,75,64,61,74,71,65,74,73,63,75,68,72,64,71,70,71,72,73,68,73,66,72,76,70,72,2010,5,16,9
47073,1,5162010 10:00,128.4,79,68,64,76,76,64,77,78,64,78,66,75,64,71,72,76,74,74,72,77,68,75,81,72,69,2010,5,16,10
47074,1,5162010 11:00,133.1,83,70,68,79,78,64,78,82,72,80,69,79,64,74,73,79,77,75,73,80,70,79,85,74,68,2010,5,16,11
